SMILES,template
C=C(N=[N+]=[N-])C1=CC=C(F)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(Cl)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(Br)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=CS1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=CC1(C2=CC=CC=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(Cl)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(Br)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(F)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(C(F)(F)F)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(C)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC(C=CC=C3)=C3C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
